Electrical conductivity (mostly) in ohm-1 * cm-1

Salt,Composition range,Data type,T min (K),T max (K),Uncertainty,Data 1,Data 2,Data 3,Data 4,Data 5,Comment,Formatting comment
CdCl2-TlCl,30-70,+E,735,770,,8.118,-12617.48,,,,,
CdCl2-TlCl,35-65,+E,735,770,,7.416,-12134.64,,,,,
CdCl2-TlCl,40-60,+E,735,770,,7.704,-12379.83,,,,,
CdCl2-TlCl,42.5-57.5,+E,735,770,,7.655,-12299.07,,,,,
CdCl2-TlCl,45-55,+E,735,770,,7.78,-12345.94,,,,,
CdCl2-TlCl,47.5-52.5,+E,735,770,,8.1,-12548.86,,,,,
CdCl2-TlCl,50-50,+E,735,770,,8.975,-13081.08,,,,,
CdCl2-TlCl,55-45,+E,735,770,,8.379,-12517.48,,,,,
CdCl2-TlCl,60-40,+E,735,770,,9.757,-13361.83,,,,,
CdCl2-TlCl,65-35,+E,735,770,,9.068,-12748.02,,,,,
CdCl2-ZnBr2,0-100 ZnBr2,I4,873,,,53.51,-0.8258,0.002127,3.698E-5,-2.168E-7,,
CdI2,100,+E,675,913,4.5%,23.613,-26108.6,,,,,
CdI2-KI,0-100,+E,970,1060,,5.803,-11917.49,,,,"For 100% KI, the departures from the recommended data set are: 970 K, -0.97%, 1060 K, +0.87%.",
CdI2-KI,5.0-95.0,+E,970,1060,,7.781,-14739.22,,,,,
CdI2-KI,10.0-90.0,+E,940,1060,,8.608,-15917.46,,,,,
CdI2-KI,20.0-80.0,+E,850,1060,,7.001,-15064.33,,,,,
CdI2-KI,25.0-75.0,+E,790,1060,,38.546,-26705.25,,,,,
CdI2-KI,33.3-66.7,+E,700,1060,,8.018,-15897.37,,,,,
CdI2-KI,45.0-55.0,+E,550,1060,,6.636,-14766.84,,,,,
CdI2-KI,52.5-47.5,+E,490,970,,7.284,-14916.63,,,,,
CdI2-KI,58.0-42.0,+E,580,970,,5.102,-13310.78,,,,,
CdI2-KI,80.0-20.0,+E,640,970,,5.185,-14177.72,,,,,
CdI2-KI,100-0,+E,670,970,,25.327,-26535.79,,,,"For 100% CdI2, the departures from the recommended data set are: 680 K, -0.35%, 960 K, +1.6%.",
CdSO4-Li2SO4,0-100,+E,1140,1200,,13.858,-11962.26,,,,"For 100% Li2SO4, the departures from the recommended data set are: 1140 K, -6.8%, 1200 K, -7.8%.",
CdSO4-Li2SO4,3.92-96.08,+E,1120,1170,,17.926,-13932.95,,,,,
CeCl3,100,+E,1101,1204,15%,13.107,-22452.56,,,,,
CeF3-KF,0.0-100.0,+E,1140,1340,,9.9064,-9248.05,,,,"For 100% KF, the departures from the recommended data set are: 1140 K, +4.2%, 1340 K, +3.4%.",
CeF3-KF,10.0-90.0,+E,1110,1340,,14.145,-15331.69,,,,,
CeF3-KF,20.0-80.0,+E,1040,1340,,14.422,-18147.57,,,,,
CeF3-KF,30.0-70.0,+E,1030,1340,,17.081,-21591.47,,,,,
CeF3-KF,40.0-60.0,+E,1170,1340,,19.188,-23560.5,,,,,
CeF3-LiF,0.0-100.0,+E,1150,1340,,20.471,-7768.14,,,,"For 100% LiF, the departures from the recommended data set are: 1140 K, +4.2%,1320 K, +7.8%.",
CeF3-LiF,12.0-88.0,+E,1120,1340,,21.401,-10807.45,,,,,
CeF3-LiF,19.0-81.0,+E,1090,1340,,21.602,-12555.56,,,,,
CeF3-LiF,24.0-76.0,+E,1190,1340,,22.894,-14100.73,,,,,
CeF3-LiF,30.0-70.0,+E,1230,1340,,21.459,-14004.08,,,,,
CeF3-NaF,0.0-100.0,+E,1310,1340,,21.451,-15165.16,,,,"For 100% NaF, the departures from the recommended data set are: 1310 K, +5.6%,1340 K, +7.7%.",
CeF3-NaF,10.0-90.0,+E,1250,1340,,13.114,-11643.85,,,,,
CeF3-NaF,20.0-80.0,+E,1120,1340,,18.911,-16922.05,,,,,
CeF3-NaF,30.0-70.0,+E,1100,1340,,23.007,-20367.22,,,,,
CeF3-NaF,40.0-60.0,+E,1140,1340,,26.107,-22392.72,,,,,
CeI3,100,+E,1069,1133,18%,7.746,-25334.54,,,,,
CoBr2-KNO3,.003-99.997,+E,670,690,,8.37654,-13082.33,,,,,
CoBr2-KNO3,.005-99.995,+E,670,690,,8.35282,-13073.55,,,,,
CoBr2-KNO3,.014-99.986,+E,670,690,,8.1066,-12909.53,,,,,
CoBr2-KNO3,.027-99.973,+E,670,690,,7.88315,-12762.25,,,,,
CoCl2-KNO3,.003-99.997,+E,670,700,,10.661,-14482.32,,,,,
CoCl2-KNO3,.005-99.995,+E,670,700,,10.6755,-14494.04,,,,,
CoCl2-KNO3,.014-99.986,+E,670,700,,8.02387,-12849.7,,,,,
CoCl2-KNO3,.027-99.973,+E,670,700,,8.05469,-12885.26,,,,,
CoS,100,+E,1461,1497,20%,6.2884,64827.98,,,,CoS: Accuracy upgraded.,
Co4S3,100,+E,1470,1770,,1416.7,13949.69,,,,,
Co4S3-Cu2S,0-100,+E,1470,1770,,624.176,-23880.16,,,,"For 100% Cu2S, the departures from the recommended data set are: 1500 K, +15.2%, 1700 K, -40%.",
Co4S3-Cu2S,5.08-94.92,+E,1470,1770,,4685.38,-29137.45,,,,,
Co4S3-Cu2S,10.7-89.3,+E,1470,1770,,17820.1,-38785.07,,,,,
Co4S3-Cu2S,17.1-82.9,+E,1470,1770,,3685.73,-8483.2,,,,,
Co4S3-Cu2S,24.2-75.8,+E,1470,1770,,5056.58,-6677.78,,,,,
Co4S3-Cu2S,32.4-67.6,+E,1470,1770,,5037.57,-4018.26,,,,,
Co4S3-Cu2S,42-58,+E,1470,1770,,6365.88,-3474.74,,,,,
Co4S3-Cu2S,52.9-47.1,DP,,,,5618.,1470K,,,,,
Co4S3-Cu2S,65.8-34.2,DP,,,,6329.1,1470K,,,,,
Co4S3-Cu2S,81.1-18.9,+E,1470,1770,,4964.2,3008.85,,,,,
Co4S3-Cu2S,100-0,+E,1470,1770,,1416.7,13949.69,,,,"For 100% Co4S3, the results have been advanced as the recommended data set.",
Co4S3-FeS,100-0 FeS,I3,1773,,,3729.92,-8.29886,0.23494,-0.003817,,"For 100% Co4S3 at 1773 K, the result has been advanced as recommended data.",
Co4S3-Ni3S2,100-0 Ni3S2,I3,1773,,,3695.114,-3.06292,0.005324,4.1432E-4,,"For both 100% Co4S3 and 100% Ni3S2 at 1773 K, the result has been advanced as recommended data.",
CrO3,100,+E,491,535,15%,6.728E27,-3.032124E5,,,,,
Cr2O3,100,DP,,,,65,2548K,,,,The conductivity is at the m.pt. and is probably not reliable to better than +/- 50%.,
CsBr,100,+E,917,1131,5%,11.185,-19903.62,,,,,
CsBr-CsCl,0-100,+E,943,1148,,6.42,-13253.88,,,,"For 100% CsCl, the departures from the recommended data set are: 950 K, -0.42%, 1140 K, -9.8%.",
CsBr-CsCl,25-75,+E,963,1153,,5.6007,-12680.24,,,,,
CsBr-CsCl,50-50,+E,973,1143,,5.2034,-12717.48,,,,,
CsBr-CsCl,75-25,+E,963,1128,,4.845,-12723.34,,,,,
CsBr-CsCl,100-0,+E,963,1133,,4.6348,-12886.1,,,,"For 100% CsBr, the departures from the recommended data set are: 950 K, -4.9%,1130 K, -17.1%.",
CsBr-CsF,0-100,+E,990,1180,,9.0482,-10730.88,,,,"For 100% CsF, the departures from the recommended data set are: 1000 K, -1.1%,1180 K, -6.2%.",
CsBr-CsF,12-88,+E,970,1170,,6.8705,-9912.06,,,,,
CsBr-CsF,25-75,+E,980,1170,,6.4199,-10833.39,,,,,
CsBr-CsF,37-63,+E,970,1170,,5.347,-10679.42,,,,,
CsBr-CsF,50-50,+E,970,1170,,4.4288,-10082.77,,,,,
CsBr-CsF,63-37,+E,970,1190,,4.5829,-11234.23,,,,,
CsBr-CsF,75-25,+E,990,1170,,4.4158,-11621.67,,,,,
CsBr-CsF,88-12,+E,950,1170,,4.808,-13123.75,,,,,
CsBr-CsF,100-0,+E,930,1080,,4.6413,-12955.14,,,,"For 100% CsBr, the departures from the recommended data set are: 950 K, -5.6%,1080 K, -15.0%.",
CsBr-CsI,0-100,+E,943,1148,,3.4639,-11990.71,,,,"For 100% CsI, the departures from the recommended data set are: 950 K, +0.14%,1140 K, -15%.",
CsBr-CsI,25-75,+E,948,1103,,3.6433,-12158.07,,,,,
CsBr-CsI,50-50,+E,948,1118,,3.8676,-12277.74,,,,,
CsBr-CsI,75-25,+E,948,1118,,3.9907,-12078.57,,,,,
CsBr-CsI,100-0,+E,943,1133,,4.6348,-12886.1,,,,"For 100% CsBr, the departures from the recommended data set are: 950 K, -4.9%,1130 K, -17.1%.",
CsBr-KCl,0-100,+E,1048,1080,,5.769,-8600.36,,,,"For 100% KCl, the departures from the recommended data set are: 1030 K, -1.1%,1080 K, -1.9%.",
CsBr-KCl,10-90,+E,1048,1073,,5.782,-9426.71,,,,,
CsBr-KCl,20-80,+E,1048,1073,,5.82,-10081.1,,,,,
CsBr-KCl,30-70,+E,1048,1073,,5.902,-10845.11,,,,,
CsBr-KCl,40-60,+E,1048,1073,,7.856,-14030.44,,,,,
CsBr-KCl,50-50,+E,1048,1073,,8.23,-15068.93,,,,,
CsBr-KCl,60-40,+E,1048,1073,,6.385,-13411.62,,,,,
CsBr-KCl,70-30,+E,1048,1073,,6.635,-14337.97,,,,,
CsBr-KCl,80-20,+E,1048,1073,,4.905,-12267.27,,,,,
CsBr-KCl,90-10,+E,1048,1073,,5.032,-13013.71,,,,,
CsBr-KCl,100-0,+E,1048,1100,,3.513,-10441.35,,,,"For 100% CsBr, the departures from the recommended data set are: 1050 K, +12%,1100 K, -17%.",
CsBr-NaCl,0-100,+E,1073,1123,,8.991,-8290.32,,,,"For 100% NaCl, the departures from the recommended data set are: 1073 K, -1.1%, 1123 K, -0.3%.",
CsBr-NaCl,10-90,+E,1073,1123,,11.214,-12065.6,,,,,
CsBr-NaCl,20-80,+E,1073,1123,,12.122,-14374.79,,,,,
CsBr-NaCl,30-70,+E,1073,1123,,7.347,-11343.85,,,,,
CsBr-NaCl,40-60,+E,1073,1123,,6.136,-11451.8,,,,,
CsBr-NaCl,50-50,+E,1073,1123,,4.799,-10083.61,,,,,
CsBr-NaCl,60-40,+E,1073,1123,,3.094,-6886.14,,,,,
CsBr-NaCl,70-30,+E,1073,1123,,6.835,-14738.8,,,,,
CsBr-NaCl,80-20,+E,1073,1123,,6.034,-14260.98,,,,,
CsBr-NaCl,90-10,+E,1073,1123,,4.358,-12043.01,,,,,
CsBr-NaCl,100-0,+E,1073,1123,,3.637,-10832.98,,,,"For 100% CsBr, the departures from the recommended data set are: 1050 K, -13%,1130 K, -19%.",
CsBr-ZnSO4,21.5-78.5,+E,780,820,,701.272,-65020.45,,,,,
CsBr-ZnSO4,24.0-76.0,+E,780,820,,143.119,-53844.8,,,,,
CsBr-ZnSO4,27.0-73.0,+E,780,820,,9.99347,-31820.69,,,,,
CsBr-ZnSO4,30.0-70.0,+E,780,820,,140.041,-51346.91,,,,,
CsBr-ZnSO4,34.2-65.8,+E,780,820,,35.5609,-40433.18,,,,,
CsBr-ZnSO4,40.0-60.0,+E,780,820,,65.4729,-42397.18,,,,,
CsBr-ZnSO4,50.0-50.0,+E,780,820,,11.5318,-27657.96,,,,,
CsBr-ZnSO4,60.0-40.0,+E,780,820,,37.7242,-33862.93,,,,,
CsBr-ZnSO4,64-36,+E,780,820,,10.4894,-24621.58,,,,,
CsCl,100,+E,926,1170,5%,11.698,-17962.21,,,,,
CsCl-CsF,0-100,+E,990,1180,,8.1712,-11813.3,,,,"For 100% CsF, the departures from the recommended data set are: 1000 K, -1.1%,1180 K, -6.2%.",
CsCl-CsF,12-88,+E,980,1170,,7.7439,-10497.41,,,,,
CsCl-CsF,25-75,+E,970,1170,,8.1712,-11813.3,,,,,
CsCl-CsF,37-63,+E,980,1180,,6.6454,-10783.6,,,,,
CsCl-CsF,50-50,+E,960,1170,,6.4696,-11314.98,,,,,
CsCl-CsF,63-37,+E,980,1150,,6.5337,-11972.72,,,,,
CsCl-CsF,75-25,+E,960,1240,,7.0962,-13138.82,,,,,
CsCl-CsF,88-12,+E,960,1170,,6.6585,-13129.61,,,,,
CsCl-CsF,100-0,+E,930,1070,,7.2733,-14182.74,,,,"For 100% CsCl, the departures from the recommended data set are: 950 K, +0.3%,1050 K, -4.3%.",
CsCl-CsI,0-100,+E,943,1148,,3.4639,-11990.71,,,,"For 100% CsI, the departures from the recommended data set are: 950 K, +0.14%,1140 K, -14%.",
CsCl-CsI,25-75,+E,933,1113,,4.0434,-12716.64,,,,,
CsCl-CsI,50-50,+E,948,1108,,4.4252,-12511.62,,,,,
CsCl-CsI,75-25,+E,933,1103,,5.306,-12914.97,,,,,
CsCl-CsI,100-0,+E,943,1148,,6.42,-13253.88,,,,"For 100% CsCl, the departures from the recommended data set are: 950 K, -0.42%, 1140 K, -9.8%.",
CsCl-GaCl3,0-100,DP,,,,0.01,373K,,,,"For 100% GaCl3, the conductance appears to be four orders of magnitude larger than the value from the recommended data set.",
CsCl-GaCl3,10-90,DP,,,,0.03,373K,,,,,
CsCl-GaCl3,20-80,DP,,,,0.04,373K,,,,,
CsCl-GaCl3,30-70,+E,573,873,,2.905,-12789.45,,,,,
CsCl-GaCl3,40-60,+E,673,973,,3.176,-12846.77,,,,,
CsCl-GaCl3,50-50,+E,673,973,,3.183,-12758.48,,,,,
CsCl-GaCl3,60-40,+E,773,973,,2.59,-11873.55,,,,,
CsCl-GaCl3,70-30,+E,873,973,,3.32,-13318.73,,,,,
CsCl-GaCl3,80-20,+E,873,973,,2.941,-10735.91,,,,,
CsCl-GaCl3,90-10,DP,,,,1.,973K,,,,,
CsCl-KBr,0-100,+E,1048,1100,,7.537,-12976.47,,,,"For 100% KBr, the departures from the recommended data set are: 1050 K, -1.0%,1100 K, +0.15%.",
CsCl-KBr,10-90,+E,1048,1073,,5.955,-11237.16,,,,,
CsCl-KBr,20-80,+E,1048,1073,,6.02,-11656.4,,,,,
CsCl-KBr,30-70,+E,1048,1073,,6.072,-11953.89,,,,,
CsCl-KBr,40-60,+E,1048,1073,,6.131,-12267.27,,,,,
CsCl-KBr,50-50,+E,1048,1073,,6.198,-12598.65,,,,,
CsCl-KBr,60-40,+E,1048,1073,,6.234,-12768.94,,,,,
CsCl-KBr,70-30,+E,1048,1073,,6.276,-12949.28,,,,,
CsCl-KBr,80-20,+E,1048,1073,,4.687,-10467.29,,,,,
CsCl-KBr,90-10,+E,1048,1073,,4.687,-10467.29,,,,,
CsCl-KBr,100-0,+E,1048,1100,,4.693,-10539.67,,,,"For 100% CsCl, the departures from the recommended data set are: 1050 K, -6.1%, 1100 K, -9.0%.",
CsCl-KCl,0-100,+E,1060,1190,,7.165,-10404.53,,,,"For 100% KCl, the departures from the recommended data set are: 1080 K, -3.1%,1190 K, 0.0%.",
CsCl-KCl,25-75,+E,1060,1160,,6.783,-11229.21,,,,,
CsCl-KCl,50-50,+E,1030,1150,,6.586,-12001.59,,,,,
CsCl-KCl,75-25,+E,1070,1150,,5.862,-11728.37,,,,,
CsCl-KCl,100-0,+E,950,1090,,6.42,-13253.88,,,,"For 100% CsCl, the departures from the recommended data set are: 950 K, -0.42%, 1090 K, -2.9%.",
CsCl-LaCl3,0-100,+E,1140,1220,,12.715,-22001.93,,,,"For 100% LaCl3, the departures from the recommended data set are: 1140 K, -2.0%, 1220 K, 0.0%.",
CsCl-LaCl3,10.0-90.0,+E,1080,1220,,17.521,-25435.8,,,,,
CsCl-LaCl3,20.0-80.0,+E,1080,1220,,17.963,-26631.19,,,,,
CsCl-LaCl3,30.0-70.0,+E,1180,1220,,14.464,-25462.16,,,,,
CsCl-LaCl3,38.55-61.45,+E,1080,1220,,11.093,-23588.53,,,,,
CsCl-LaCl3,48.60-51.40,+E,1080,1220,,7.674,-20621.19,,,,,
CsCl-LaCl3,58.65-41.35,+E,1080,1220,,5.731,-18097.36,,,,,
CsCl-LaCl3,69.24-30.76,+E,1080,1220,,5.966,-18018.7,,,,,
CsCl-LaCl3,79.52-20.48,+E,1080,1220,,6.308,-16965.15,,,,,
CsCl-LaCl3,89.70-10.30,+E,1080,1220,,5.24,-13387.77,,,,,
CsCl-LaCl3,100-0,+E,1090,1240,,5.908,-12235.48,,,,"For 100% CsCl, the departures from the recommended data set are: 1090 K, -5.0%, 1200 K, -10.3%.",
CsCl-LiCl,0-100,+E,890,1070,,13.26,-6194.93,,,,"For 100% LiCl, the departures from the recommended data set are: 900 K, -3.4%,1070 K, -0.13%.",
CsCl-LiCl,20-80,+E,830,1010,,13.548,-10986.11,,,,,
CsCl-LiCl,42-58,+E,610,1070,,11.568,-13611.2,,,,,
CsCl-LiCl,54-46,+E,650,1070,,21.3514,-20021.19,,,,,
CsCl-LiCl,70-30,+E,750,1070,,12.052,-17443.81,,,,,
CsCl-LiCl,80-20,+E,830,1070,,8.352,-14982.32,,,,,
CsCl-LiCl,100-0,+E,930,1070,,7.804,-14873.11,,,,"For 100% CsCl, the departures from the recommended data set are: 950 K, -1.4%,1090 K, -6.2%.",
CsCl-MnCl2,0-100,+E,931,1106,,5.493,-10194.9,,,,"For 100% MnCl2, the departures from the recommended data set are: 931 K -0.8%,1106 K 0.8%.",
CsCl-MnCl2,10-90,+E,903,1082,,9.338,-27429.51,,,,,
CsCl-MnCl2,20-80,+E,858,1102,,144.,-55857.33,,,,,
CsCl-MnCl2,30-70,+E,851,1089,,5.008,-12832.54,,,,,
CsCl-MnCl2,40-60,+E,900,1110,,3.609,-11280.25,,,,,
CsCl-MnCl2,50-50,+E,913,1095,,3.593,-12235.89,,,,,
CsCl-MnCl2,60-40,+E,852,1096,,14.581,-15653.86,,,,,
CsCl-MnCl2,75-25,+E,834,1051,,5.978,-15843.82,,,,,
CsCl-MnCl2,80-20,+E,853,1100,,5.988,-15319.14,,,,,
CsCl-MnCl2,90-10,+E,934,1096,,5.787,-13643.42,,,,,
CsCl-MnCl2,100-0,+E,953,1103,,6.627,-13505.76,,,,"For 100% CsCl, the departures from the recommended data set are: 953 K -0.6%, 1103 K -7.9%.",
CsCl-NaBr,0-100,+E,1073,1123,,7.241,-7860.61,,,,"For 100% NaBr, the departures from the recommended data set are: 1080 K, -2.1%, 1120 K, -2.8%.",
CsCl-NaBr,10-90,+E,1073,1123,,9.307,-11907.03,,,,,
CsCl-NaBr,20-80,+E,1073,1123,,5.382,-8567.72,,,,,
CsCl-NaBr,30-70,+E,1073,1123,,4.26,-7441.37,,,,,
CsCl-NaBr,40-60,+E,1073,1123,,6.208,-11929.62,,,,,
CsCl-NaBr,50-50,+E,1073,1123,,4.18,-8850.56,,,,,
CsCl-NaBr,60-40,+E,1073,1123,,4.814,-10343.86,,,,,
CsCl-NaBr,70-30,+E,1073,1123,,7.462,-14554.71,,,,,
CsCl-NaBr,80-20,+E,1073,1123,,10.093,-17433.76,,,,,
CsCl-NaBr,90-10,+E,1073,1123,,10.155,-17551.34,,,,,
CsCl-NaBr,100-0,+E,1073,1123,,10.219,-17669.75,,,,"For 100% CsCl, the departures from the recommended data set are: 1080 K, -9.8%, 1120 K, -9.8%.",
CsCl-NaCl,0-100,+E,1090,1170,,7.689,-6808.74,,,,"For 100% NaCl, the departures from the recommended data set are: 1090 K, 0.0%,1170 K, -0.5%.",
CsCl-NaCl,25-75,+E,1050,1140,,6.549,-9530.47,,,,,
CsCl-NaCl,50-50,+E,1050,1150,,6.31,-11056.82,,,,,
CsCl-NaCl,75-25,+E,1050,1150,,5.869,-11702.43,,,,,
CsCl-NaCl,100-0,+E,950,1090,,6.42,-13253.88,,,,"For 100% CsCl, the departures from the recommended data set are: 950 K, -0.42%, 1090 K, -2.9%.",
CsCl-PbCl2,0.0-100.0,+E,830,1070,,12.297,-13480.66,,,,"For 100% PbCl2, the departures from the recommended data set are: 830 K, +1.2%, 1070 K, -4.2%.",
CsCl-PbCl2,17.2-82.8,+E,730,1070,,10.84,-14080.23,,,,,
CsCl-PbCl2,38.5-61.5,+E,880,1070,,8.038,-13609.11,,,,,
CsCl-PbCl2,55.7-44.3,+E,880,1070,,16.712,-21565.12,,,,,
CsCl-PbCl2,66.6-33.4,+E,780,1070,,23.596,-25511.95,,,,,
CsCl-PbCl2,73.6-26.4,+E,780,1070,,16.652,-22770.55,,,,,
CsCl-RbCl,0-100,+E,1020,1190,,6.246,-11673.56,,,,"For 100% RbCl, the departures from the recommended data set are: 1020 K, -0.13%, 1170 K, -4.2%.",
CsCl-RbCl,25-75,+E,1050,1160,,5.996,-11774.39,,,,,
CsCl-RbCl,50-50,+E,1030,1160,,5.772,-11832.55,,,,,
CsCl-RbCl,75-25,+E,1060,1150,,5.462,-11631.3,,,,,
CsCl-RbCl,100-0,+E,950,1090,,6.42,-13253.88,,,,"For 100% CsCl, the departures from the recommended data set are: 950 K, -0.42%, 1090 K, -2.9%.",
CsCl-ScCl3,30-70,+E,1113,1233,,4.827,-21443.78,,,,,
CsCl-ScCl3,40-60,+E,893,1233,,4.635,-19651.32,,,,,
CsCl-ScCl3,50-50,+E,933,1233,,3.846,-17364.31,,,,,
CsCl-ScCl3,60-40,+E,1013,1233,,5.02,-19506.13,,,,,
CsCl-ScCl3,70-30,+E,1073,1213,,6.419,-20311.57,,,,,
CsCl-ScCl3,80-20,+E,1073,1233,,5.529,-16960.13,,,,,
CsCl-ScCl3,90-10,+E,993,1233,,5.712,-14812.44,,,,,
CsCl-ScCl3,100-0,+E,933,1233,,5.281,-11711.21,,,,"For 100% CsCl, the departures from the recommended data set are: 950 K, -0.42%, 1200 K, -15.5%.",
CsCl-SrCl2,0-100,+E,1173,1273,,17.396,-20874.33,,,,"For 100% SrCl2, the departures from the recommended data set are: 1173 K -2.3%, 1273 K -2.3%.",
CsCl-SrCl2,10-90,+E,1123,1273,,13.533,-19975.17,,,,,
CsCl-SrCl2,20-80,+E,1073,1273,,9.41,-17830.,,,,,
CsCl-SrCl2,30-70,+E,1073,1273,,10.001,-19683.54,,,,,
CsCl-SrCl2,40-60,+E,1123,1273,,8.376,-18883.13,,,,,
CsCl-SrCl2,50-50,+E,1123,1273,,7.269,-18052.59,,,,,
CsCl-SrCl2,60-40,+E,1073,1273,,7.749,-18831.66,,,,,
CsCl-SrCl2,70-30,+E,1073,1273,,7.878,-18645.89,,,,,
CsCl-SrCl2,80-20,+E,1023,1273,,6.771,-16330.43,,,,,
CsCl-SrCl2,90-10,+E,973,1273,,6.269,-14442.15,,,,,
CsCl-SrCl2,100-0,+E,973,1273,,5.259,-11469.37,,,,"For 100% CsCl, the departures from the recommended data set are: 973 K 0.3%, 1170 K -12.4%.",
CsCl-TiCl3,0-50 TiCl3,I4,1073,,,1.457,-0.05503,0.0023764,-5.6712E-5,5.0044E-7,"For 100% CsCl at 1073 K, the result has been advanced as recommended data.",
CsCl-UCl4,0.00-100.00,+E,880,1000,,5.216,-18104.05,,,,"For 100% UCl4, the results have been advanced as the recommended data set.",
CsCl-UCl4,7.42-92.58,+E,850,930,,5.882,-19095.26,,,,,
CsCl-UCl4,16.65-83.35,+E,830,950,,4.459,-17179.37,,,,,
CsCl-UCl4,20.71-79.29,+E,860,930,,3.997,-16473.52,,,,,
CsCl-UCl4,22.80-77.20,+E,820,930,,4.431,-17156.78,,,,,
CsCl-UCl4,30.83-69.17,+E,760,940,,4.236,-17368.07,,,,,
CsCl-UCl4,34.48-65.52,+E,690,940,,5.835,-19858.01,,,,,
CsCl-UCl4,35.92-64.08,+E,670,950,,6.648,-20968.89,,,,,
CsCl-UCl4,37.56-62.44,+E,670,950,,5.719,-19940.86,,,,,
CsCl-UCl4,41.14-58.86,+E,840,960,,2.94,-15141.73,,,,,
CsCl-UCl4,43.75-56.25,+E,790,940,,3.543,-16626.66,,,,,
CsCl-UCl4,50.96-49.04,+E,760,960,,4.263,-18360.12,,,,,
CsCl-UCl4,56.11-43.89,+E,820,960,,3.57,-17003.22,,,,,
CsCl-UCl4,61.14-38.86,+E,880,970,,3.483,-16508.67,,,,,
CsCl-UCl4,66.35-33.65,+E,960,990,,3.204,-15270.6,,,,,
CsCl-UCl4,66.96-33.04,+E,960,990,,4.399,-17783.97,,,,,
CsCl-UCl4,68.87-31.13,+E,940,960,,3.487,-15678.55,,,,,
CsCl-UCl4,69.57-30.43,+E,930,970,,3.406,-15289.43,,,,,
CsCl-UCl4,73.00-27.00,+E,880,960,,4.365,-16745.9,,,,,
CsCl-UCl4,75.94-24.06,+E,840,960,,5.229,-17640.46,,,,,
CsCl-UCl4,78.72-21.28,+E,820,940,,5.614,-17835.44,,,,,
CsCl-UCl4,80.55-19.45,+E,810,940,,6.252,-18176.86,,,,,
CsCl-UCl4,86.17-13.83,+E,850,950,,6.666,-17374.35,,,,,
CsCl-UCl4,92.65-7.35,+E,900,930,,7.123,-16215.36,,,,,
CsCl-UCl4,96.74-3.26,+E,920,950,,7.572,-15551.35,,,,,
CsCl-UCl4,98.98-1.02,+E,920,940,,10.007,-17139.21,,,,,
CsCl-UCl4,100.00-0.00,+E,930,1050,,9.127,-16175.2,,,,"For 100% CsCl, the departures from the recommended data set are: 950 K, -2.2%,1050 K, -4.1%.",
CsCl-ZnCl2,0.00-100.00,P3,610,850,,-0.97574,0.0055534,-1.04507E-5,6.5176E-9,,"For 100% ZnCl2, the results have been advanced as the recommended data set.",
CsCl-ZnCl2,2.83-97.17,P3,590,870,,0.3473,-4.23E-4,-1.7232E-6,2.4876E-9,,,
CsCl-ZnCl2,6.16-93.84,P3,590,870,,0.67834,-0.0022889,1.4825E-6,8.552E-10,,,
CsCl-ZnCl2,15.10-84.90,+E,570,870,,50.1397,-32557.92,,,,,
CsCl-ZnCl2,20.30-79.70,+E,550,870,,33.251,-28753.77,,,,,
CsCl-ZnCl2,32.06-67.94,+E,550,870,,19.3607,-24310.28,,,,,
CsCl-ZnCl2,41.92-58.08,P3,530,870,,0.67241,-0.0045267,8.3585E-6,-3.7187E-9,,,
CsClO4-LiClO4,5-95,+E,543,633,,15.0358,-13649.69,,,,,
CsClO4-LiClO4,15-85,+E,543,643,,11.3967,-13550.53,,,,,
CsClO4-LiClO4,25-75,+E,533,633,,11.9848,-15127.92,,,,,
CsC2H3O2,100,+E,550,620,,10.355,-18807.81,,,,,
CsC2H3O2-NaC2H3O2,0-100,+E,600,630,,12.897,-21229.55,,,,"For 100% NaC2H3O2, the results have been advanced as the recommended data set.",
CsC2H3O2-NaC2H3O2,25-75,+E,560,630,,16.306,-22404.02,,,,,
CsC2H3O2-NaC2H3O2,50-50,+E,560,620,,12.613,-20947.55,,,,,
CsC2H3O2-NaC2H3O2,80-20,+E,570,620,,9.1974,-18739.19,,,,,
CsC2H3O2-NaC2H3O2,100-0,+E,550,620,,10.355,-18807.81,,,,"For 100% CsC2H3O2, the results have been advanced as the recommended data set.",
CsF,100,+E,1010,1125,5%,12.89,-13577.31,,,,,
CsF-CsI,0-100,+E,930,1070,,3.762,-12914.97,,,,"For 100% CsI, the departures from the recommended data set are: 950 K, -3.2%, 1070 K, -11.6%.",
CsF-CsI,12-88,+E,950,1120,,4.07,-13299.48,,,,,
CsF-CsI,25-75,+E,950,1120,,3.7894,-12207.44,,,,,
CsF-CsI,37-63,+E,960,1170,,4.1732,-12270.62,,,,,
CsF-CsI,50-50,+E,980,1170,,4.1048,-11248.45,,,,,
CsF-CsI,63-37,+E,960,1170,,4.6164,-11093.64,,,,,
CsF-CsI,75-25,+E,960,1170,,5.4826,-11184.44,,,,,
CsF-CsI,88-12,+E,990,1180,,6.1786,-10544.69,,,,,
CsF-CsI,100-0,+E,990,1180,,9.0482,-10730.88,,,,"For 100% CsF, the departures from the recommended data set are: 1000 K, -1.1%,1180 K, -6.2%.",
CsI,100,+E,932,1137,5%,8.616,-19196.51,,,,,
